"Step","zerobase_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_120929 - Gradnorm","zerobase_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_120929 - Gradnorm__MIN","zerobase_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_120929 - Gradnorm__MAX"
"20060","8600.4912109375","8600.4912109375","8600.4912109375"
"20080","8180.65234375","8180.65234375","8180.65234375"
"20100","8238.4140625","8238.4140625","8238.4140625"
"20120","10908.5849609375","10908.5849609375","10908.5849609375"
"20140","10599.48828125","10599.48828125","10599.48828125"
"20160","9252.5107421875","9252.5107421875","9252.5107421875"
"20180","9675.0751953125","9675.0751953125","9675.0751953125"
"20200","7623.77294921875","7623.77294921875","7623.77294921875"
"20220","9410.7109375","9410.7109375","9410.7109375"
"20240","12743.73046875","12743.73046875","12743.73046875"
"20260","8707.384765625","8707.384765625","8707.384765625"
"20280","10490.619140625","10490.619140625","10490.619140625"
"20300","6505.17919921875","6505.17919921875","6505.17919921875"
"20320","10603.5068359375","10603.5068359375","10603.5068359375"
"20340","10821.587890625","10821.587890625","10821.587890625"
"20360","9264.5703125","9264.5703125","9264.5703125"
"20380","7011.6552734375","7011.6552734375","7011.6552734375"
"20400","13200.421875","13200.421875","13200.421875"
"20420","8683.8369140625","8683.8369140625","8683.8369140625"
"20440","8908.29296875","8908.29296875","8908.29296875"
"20460","9239.57421875","9239.57421875","9239.57421875"
"20480","9803.6005859375","9803.6005859375","9803.6005859375"
"20500","10144.76953125","10144.76953125","10144.76953125"
"20520","10217.7255859375","10217.7255859375","10217.7255859375"
"20540","8951.3427734375","8951.3427734375","8951.3427734375"
"20560","5858.8955078125","5858.8955078125","5858.8955078125"
"20580","6530.5654296875","6530.5654296875","6530.5654296875"
"20600","7052.923828125","7052.923828125","7052.923828125"
"20620","10993.435546875","10993.435546875","10993.435546875"
"20640","8641.8125","8641.8125","8641.8125"
"20660","6744.38232421875","6744.38232421875","6744.38232421875"
"20680","8181.5419921875","8181.5419921875","8181.5419921875"
"20700","10697.345703125","10697.345703125","10697.345703125"
"20720","11466.083984375","11466.083984375","11466.083984375"
"20740","10072.458984375","10072.458984375","10072.458984375"
"20760","10217.30078125","10217.30078125","10217.30078125"
"20780","13511.291015625","13511.291015625","13511.291015625"
"20800","13655.33203125","13655.33203125","13655.33203125"
"20820","8418.46484375","8418.46484375","8418.46484375"
"20840","9364.5986328125","9364.5986328125","9364.5986328125"
"20860","7605.75390625","7605.75390625","7605.75390625"
"20880","7999.4560546875","7999.4560546875","7999.4560546875"
"20900","11561.32421875","11561.32421875","11561.32421875"
"20920","8519.2939453125","8519.2939453125","8519.2939453125"
"20940","7899.107421875","7899.107421875","7899.107421875"
"20960","7739.23486328125","7739.23486328125","7739.23486328125"
"20980","8594.6796875","8594.6796875","8594.6796875"
"21000","9003.6533203125","9003.6533203125","9003.6533203125"
"21020","10507.05859375","10507.05859375","10507.05859375"
"21040","8931.0810546875","8931.0810546875","8931.0810546875"
"21060","9369.90625","9369.90625","9369.90625"
"21080","8065.0537109375","8065.0537109375","8065.0537109375"
"21100","7309.255859375","7309.255859375","7309.255859375"
"21120","8558.51171875","8558.51171875","8558.51171875"
"21140","9288.31640625","9288.31640625","9288.31640625"
"21160","8520.6279296875","8520.6279296875","8520.6279296875"
"21180","10838.7421875","10838.7421875","10838.7421875"
"21200","8209.8125","8209.8125","8209.8125"
"21220","6450.33203125","6450.33203125","6450.33203125"
"21240","10353.9267578125","10353.9267578125","10353.9267578125"
"21260","8082.8837890625","8082.8837890625","8082.8837890625"
"21280","8331.91015625","8331.91015625","8331.91015625"
"21300","7948.1279296875","7948.1279296875","7948.1279296875"
"21320","9378.201171875","9378.201171875","9378.201171875"
"21340","11376.0107421875","11376.0107421875","11376.0107421875"
"21360","11290.95703125","11290.95703125","11290.95703125"
"21380","7563.58447265625","7563.58447265625","7563.58447265625"
"21400","8123.81201171875","8123.81201171875","8123.81201171875"
"21420","8933.71484375","8933.71484375","8933.71484375"
"21440","8554.7236328125","8554.7236328125","8554.7236328125"
"21460","8634.2373046875","8634.2373046875","8634.2373046875"
"21480","7189.57666015625","7189.57666015625","7189.57666015625"
"21500","12677.921875","12677.921875","12677.921875"
"21520","9798.0458984375","9798.0458984375","9798.0458984375"
"21540","10090.220703125","10090.220703125","10090.220703125"
"21560","9094.4140625","9094.4140625","9094.4140625"
"21580","10545.4775390625","10545.4775390625","10545.4775390625"
"21600","9348.53515625","9348.53515625","9348.53515625"
"21620","9388.3740234375","9388.3740234375","9388.3740234375"
"21640","8844.361328125","8844.361328125","8844.361328125"
"21660","10758.4892578125","10758.4892578125","10758.4892578125"
"21680","8824.0029296875","8824.0029296875","8824.0029296875"
"21700","7294.6484375","7294.6484375","7294.6484375"
"21720","8118.93798828125","8118.93798828125","8118.93798828125"
"21740","8778.5419921875","8778.5419921875","8778.5419921875"
"21760","8454.0791015625","8454.0791015625","8454.0791015625"
"21780","7435.466796875","7435.466796875","7435.466796875"
"21800","10941.0859375","10941.0859375","10941.0859375"
"21820","7847.62109375","7847.62109375","7847.62109375"
"21840","6738.25927734375","6738.25927734375","6738.25927734375"
"21860","7645.89208984375","7645.89208984375","7645.89208984375"
"21880","12704.931640625","12704.931640625","12704.931640625"
"21900","11196.166015625","11196.166015625","11196.166015625"
"21920","10094.7099609375","10094.7099609375","10094.7099609375"
"21940","9025.5615234375","9025.5615234375","9025.5615234375"
"21960","8094.666015625","8094.666015625","8094.666015625"
"21980","9118.9638671875","9118.9638671875","9118.9638671875"
"22000","9486.6884765625","9486.6884765625","9486.6884765625"
"22020","8742.34375","8742.34375","8742.34375"
"22040","8402.8720703125","8402.8720703125","8402.8720703125"
"22060","10600.2138671875","10600.2138671875","10600.2138671875"
"22080","7634.4609375","7634.4609375","7634.4609375"
"22100","9767.5146484375","9767.5146484375","9767.5146484375"
"22120","7919.6845703125","7919.6845703125","7919.6845703125"
"22140","9285.1328125","9285.1328125","9285.1328125"
"22160","8897.34765625","8897.34765625","8897.34765625"
"22180","11230.4267578125","11230.4267578125","11230.4267578125"
"22200","9907.2177734375","9907.2177734375","9907.2177734375"
"22220","10031.806640625","10031.806640625","10031.806640625"
"22240","7871.7802734375","7871.7802734375","7871.7802734375"
"22260","11737.720703125","11737.720703125","11737.720703125"
"22280","10920.0546875","10920.0546875","10920.0546875"
"22300","10972.8203125","10972.8203125","10972.8203125"
"22320","7559.572265625","7559.572265625","7559.572265625"
"22340","8736.31640625","8736.31640625","8736.31640625"
"22360","8515.1357421875","8515.1357421875","8515.1357421875"
"22380","10608.435546875","10608.435546875","10608.435546875"
"22400","8688.365234375","8688.365234375","8688.365234375"
"22420","8349.8837890625","8349.8837890625","8349.8837890625"
"22440","11080.7470703125","11080.7470703125","11080.7470703125"
"22460","9090.3623046875","9090.3623046875","9090.3623046875"
"22480","10096.478515625","10096.478515625","10096.478515625"
"22500","8596.41015625","8596.41015625","8596.41015625"
"22520","12718.5966796875","12718.5966796875","12718.5966796875"
"22540","12263.9736328125","12263.9736328125","12263.9736328125"
"22560","8021.50927734375","8021.50927734375","8021.50927734375"
"22580","7249.568359375","7249.568359375","7249.568359375"
"22600","9546.6640625","9546.6640625","9546.6640625"
"22620","7876.8486328125","7876.8486328125","7876.8486328125"
"22640","9690.1337890625","9690.1337890625","9690.1337890625"
"22660","8215.66796875","8215.66796875","8215.66796875"
"22680","8169.82666015625","8169.82666015625","8169.82666015625"
"22700","7285.4267578125","7285.4267578125","7285.4267578125"
"22720","9263.669921875","9263.669921875","9263.669921875"
"22740","9922.3642578125","9922.3642578125","9922.3642578125"
"22760","8076.24853515625","8076.24853515625","8076.24853515625"
"22780","9108.056640625","9108.056640625","9108.056640625"
"22800","11845.6171875","11845.6171875","11845.6171875"
"22820","6790.5126953125","6790.5126953125","6790.5126953125"
"22840","10560.1650390625","10560.1650390625","10560.1650390625"
"22860","8648.607421875","8648.607421875","8648.607421875"
"22880","7718.9287109375","7718.9287109375","7718.9287109375"
"22900","8936.3154296875","8936.3154296875","8936.3154296875"
"22920","10654.55859375","10654.55859375","10654.55859375"
"22940","8506.486328125","8506.486328125","8506.486328125"
"22960","10355.072265625","10355.072265625","10355.072265625"
"22980","8937.96875","8937.96875","8937.96875"
"23000","12421.13671875","12421.13671875","12421.13671875"
"23020","8205.0283203125","8205.0283203125","8205.0283203125"
"23040","6807.443359375","6807.443359375","6807.443359375"
"23060","7063.95263671875","7063.95263671875","7063.95263671875"
"23080","10364.01171875","10364.01171875","10364.01171875"
"23100","7427.96484375","7427.96484375","7427.96484375"
"23120","8697.6748046875","8697.6748046875","8697.6748046875"
"23140","7170.00927734375","7170.00927734375","7170.00927734375"
"23160","9771.095703125","9771.095703125","9771.095703125"
"23180","7505.0322265625","7505.0322265625","7505.0322265625"
"23200","7987.18017578125","7987.18017578125","7987.18017578125"
"23220","10317.7255859375","10317.7255859375","10317.7255859375"
"23240","7008.2744140625","7008.2744140625","7008.2744140625"
"23260","9483.115234375","9483.115234375","9483.115234375"
"23280","8790.4169921875","8790.4169921875","8790.4169921875"
"23300","12493.314453125","12493.314453125","12493.314453125"
"23320","9789.037109375","9789.037109375","9789.037109375"
"23340","12790.595703125","12790.595703125","12790.595703125"
"23360","7530.59375","7530.59375","7530.59375"
"23380","8003.45263671875","8003.45263671875","8003.45263671875"
"23400","8025.36962890625","8025.36962890625","8025.36962890625"
"23420","7591.240234375","7591.240234375","7591.240234375"
"23440","9278.6494140625","9278.6494140625","9278.6494140625"
"23460","8943.13671875","8943.13671875","8943.13671875"
"23480","10986.240234375","10986.240234375","10986.240234375"
"23500","8772.0859375","8772.0859375","8772.0859375"
"23520","8786.3466796875","8786.3466796875","8786.3466796875"
"23540","11021.90625","11021.90625","11021.90625"
"23560","9470.0048828125","9470.0048828125","9470.0048828125"
"23580","7390.71240234375","7390.71240234375","7390.71240234375"
"23600","8723.771484375","8723.771484375","8723.771484375"
"23620","8895.5693359375","8895.5693359375","8895.5693359375"
"23640","8535.1728515625","8535.1728515625","8535.1728515625"
"23660","8335.8740234375","8335.8740234375","8335.8740234375"
"23680","8415.6708984375","8415.6708984375","8415.6708984375"
"23700","9695.8232421875","9695.8232421875","9695.8232421875"
"23720","13121.6875","13121.6875","13121.6875"
"23740","8843.93359375","8843.93359375","8843.93359375"
"23760","8786.70703125","8786.70703125","8786.70703125"
"23780","6814.9111328125","6814.9111328125","6814.9111328125"
"23800","8274.990234375","8274.990234375","8274.990234375"
"23820","9299.283203125","9299.283203125","9299.283203125"
"23840","8604.7119140625","8604.7119140625","8604.7119140625"
"23860","10000.8251953125","10000.8251953125","10000.8251953125"
"23880","9747.8544921875","9747.8544921875","9747.8544921875"
"23900","12049.6044921875","12049.6044921875","12049.6044921875"
"23920","8504.6142578125","8504.6142578125","8504.6142578125"
"23940","8342.69140625","8342.69140625","8342.69140625"
"23960","9422.6767578125","9422.6767578125","9422.6767578125"
"23980","10984.1533203125","10984.1533203125","10984.1533203125"
"24000","9723.9462890625","9723.9462890625","9723.9462890625"
"24020","12584.5888671875","12584.5888671875","12584.5888671875"
"24040","10930.744140625","10930.744140625","10930.744140625"
"24060","10450.4716796875","10450.4716796875","10450.4716796875"
"24080","9038.50390625","9038.50390625","9038.50390625"
"24100","9151.5068359375","9151.5068359375","9151.5068359375"
"24120","10273.18359375","10273.18359375","10273.18359375"
"24140","9087.0615234375","9087.0615234375","9087.0615234375"
"24160","9450.8984375","9450.8984375","9450.8984375"
"24180","10198.712890625","10198.712890625","10198.712890625"
"24200","8456.5458984375","8456.5458984375","8456.5458984375"
"24220","8883.9306640625","8883.9306640625","8883.9306640625"
"24240","10224.10546875","10224.10546875","10224.10546875"
"24260","11525.01171875","11525.01171875","11525.01171875"
"24280","11669.76171875","11669.76171875","11669.76171875"
"24300","8737.8603515625","8737.8603515625","8737.8603515625"
"24320","7220.85302734375","7220.85302734375","7220.85302734375"
"24340","8813.7314453125","8813.7314453125","8813.7314453125"
"24360","10208.931640625","10208.931640625","10208.931640625"
"24380","9858.1630859375","9858.1630859375","9858.1630859375"
"24400","7232.7548828125","7232.7548828125","7232.7548828125"
"24420","9959.6044921875","9959.6044921875","9959.6044921875"
"24440","8141.41455078125","8141.41455078125","8141.41455078125"
"24460","12011.0673828125","12011.0673828125","12011.0673828125"
"24480","8081.576171875","8081.576171875","8081.576171875"
"24500","6953.97021484375","6953.97021484375","6953.97021484375"
"24520","11480.4189453125","11480.4189453125","11480.4189453125"
"24540","8747.17578125","8747.17578125","8747.17578125"
"24560","10765.0478515625","10765.0478515625","10765.0478515625"
"24580","7621.5078125","7621.5078125","7621.5078125"
"24600","8913.921875","8913.921875","8913.921875"
"24620","9288.322265625","9288.322265625","9288.322265625"
"24640","9055.64453125","9055.64453125","9055.64453125"
"24660","7850.06298828125","7850.06298828125","7850.06298828125"
"24680","7916.27734375","7916.27734375","7916.27734375"
"24700","5829.83447265625","5829.83447265625","5829.83447265625"
"24720","7053.498046875","7053.498046875","7053.498046875"
"24740","6168.1064453125","6168.1064453125","6168.1064453125"
"24760","7522.09130859375","7522.09130859375","7522.09130859375"
"24780","14120.298828125","14120.298828125","14120.298828125"
"24800","8926.1689453125","8926.1689453125","8926.1689453125"
"24820","9738.7587890625","9738.7587890625","9738.7587890625"
"24840","8566.59375","8566.59375","8566.59375"
"24860","7922.5","7922.5","7922.5"
"24880","7566.65673828125","7566.65673828125","7566.65673828125"
"24900","8236.0205078125","8236.0205078125","8236.0205078125"
"24920","7568.1630859375","7568.1630859375","7568.1630859375"
"24940","8798.095703125","8798.095703125","8798.095703125"
"24960","9330.2080078125","9330.2080078125","9330.2080078125"
"24980","9539.8876953125","9539.8876953125","9539.8876953125"
"25000","10478.2685546875","10478.2685546875","10478.2685546875"
"25020","7060.3564453125","7060.3564453125","7060.3564453125"
"25040","9758.4287109375","9758.4287109375","9758.4287109375"
"25060","8417.3056640625","8417.3056640625","8417.3056640625"
"25080","9083.298828125","9083.298828125","9083.298828125"
"25100","8799.62890625","8799.62890625","8799.62890625"
"25120","8593.9091796875","8593.9091796875","8593.9091796875"
"25140","9998.849609375","9998.849609375","9998.849609375"
"25160","8584.0166015625","8584.0166015625","8584.0166015625"
"25180","8093.61181640625","8093.61181640625","8093.61181640625"
"25200","7969.4833984375","7969.4833984375","7969.4833984375"
"25220","9936.4169921875","9936.4169921875","9936.4169921875"
"25240","11171.1376953125","11171.1376953125","11171.1376953125"
"25260","8156.92236328125","8156.92236328125","8156.92236328125"
"25280","6160.84619140625","6160.84619140625","6160.84619140625"
"25300","10841.1181640625","10841.1181640625","10841.1181640625"
"25320","9842.4130859375","9842.4130859375","9842.4130859375"
"25340","6528.4404296875","6528.4404296875","6528.4404296875"
"25360","9335.0087890625","9335.0087890625","9335.0087890625"
"25380","7997.1640625","7997.1640625","7997.1640625"
"25400","6934.021484375","6934.021484375","6934.021484375"
"25420","8087.267578125","8087.267578125","8087.267578125"
"25440","7609.18359375","7609.18359375","7609.18359375"
"25460","8958.4521484375","8958.4521484375","8958.4521484375"
"25480","8173.36962890625","8173.36962890625","8173.36962890625"
"25500","8410.78515625","8410.78515625","8410.78515625"
"25520","9100.78515625","9100.78515625","9100.78515625"
"25540","11231.05078125","11231.05078125","11231.05078125"
"25560","10791.220703125","10791.220703125","10791.220703125"
"25580","8168.70068359375","8168.70068359375","8168.70068359375"
"25600","7529.15966796875","7529.15966796875","7529.15966796875"
"25620","6088.828125","6088.828125","6088.828125"
"25640","9403.6611328125","9403.6611328125","9403.6611328125"
"25660","8416.427734375","8416.427734375","8416.427734375"
"25680","8368.90234375","8368.90234375","8368.90234375"
"25700","7732.06103515625","7732.06103515625","7732.06103515625"
"25720","8656.017578125","8656.017578125","8656.017578125"
"25740","6574.28857421875","6574.28857421875","6574.28857421875"
"25760","7999.25","7999.25","7999.25"
"25780","8894.306640625","8894.306640625","8894.306640625"
"25800","8390.720703125","8390.720703125","8390.720703125"
"25820","6793.48681640625","6793.48681640625","6793.48681640625"
"25840","7115.65478515625","7115.65478515625","7115.65478515625"
"25860","8678.7529296875","8678.7529296875","8678.7529296875"
"25880","10654.8603515625","10654.8603515625","10654.8603515625"
"25900","6742.40087890625","6742.40087890625","6742.40087890625"
"25920","8774.3701171875","8774.3701171875","8774.3701171875"
"25940","9474.158203125","9474.158203125","9474.158203125"
"25960","9815.255859375","9815.255859375","9815.255859375"
"25980","9227.5888671875","9227.5888671875","9227.5888671875"
"26000","9860.3955078125","9860.3955078125","9860.3955078125"
"26020","7759.701171875","7759.701171875","7759.701171875"
"26040","9347.791015625","9347.791015625","9347.791015625"
"26060","7908.16943359375","7908.16943359375","7908.16943359375"
"26080","10322.9267578125","10322.9267578125","10322.9267578125"
"26100","8556.0341796875","8556.0341796875","8556.0341796875"
"26120","7618.6455078125","7618.6455078125","7618.6455078125"
"26140","8050.16650390625","8050.16650390625","8050.16650390625"
"26160","10948.544921875","10948.544921875","10948.544921875"
"26180","8614.9130859375","8614.9130859375","8614.9130859375"
"26200","8871.609375","8871.609375","8871.609375"
"26220","8477.1181640625","8477.1181640625","8477.1181640625"
"26240","10497.8203125","10497.8203125","10497.8203125"
"26260","6384.22998046875","6384.22998046875","6384.22998046875"
"26280","10343.4814453125","10343.4814453125","10343.4814453125"
"26300","10346.3017578125","10346.3017578125","10346.3017578125"
"26320","10905.9970703125","10905.9970703125","10905.9970703125"
"26340","9750.638671875","9750.638671875","9750.638671875"
"26360","9229.0390625","9229.0390625","9229.0390625"
"26380","11779.0146484375","11779.0146484375","11779.0146484375"
"26400","5967.3134765625","5967.3134765625","5967.3134765625"
"26420","8173.7744140625","8173.7744140625","8173.7744140625"
"26440","13577.4833984375","13577.4833984375","13577.4833984375"
"26460","7077.88427734375","7077.88427734375","7077.88427734375"
"26480","9288.53125","9288.53125","9288.53125"
"26500","10732.724609375","10732.724609375","10732.724609375"
"26520","7096.529296875","7096.529296875","7096.529296875"
"26540","8683.46875","8683.46875","8683.46875"
"26560","8861.5751953125","8861.5751953125","8861.5751953125"
"26580","15360.482421875","15360.482421875","15360.482421875"
"26600","8736.19921875","8736.19921875","8736.19921875"
"26620","9289.3203125","9289.3203125","9289.3203125"
"26640","7734.91748046875","7734.91748046875","7734.91748046875"
"26660","8183.96142578125","8183.96142578125","8183.96142578125"
"26680","12810.4560546875","12810.4560546875","12810.4560546875"
"26700","8156.27734375","8156.27734375","8156.27734375"
"26720","8886.35546875","8886.35546875","8886.35546875"
"26740","11664.2890625","11664.2890625","11664.2890625"
"26760","8366.7265625","8366.7265625","8366.7265625"
"26780","9927.5830078125","9927.5830078125","9927.5830078125"
"26800","10004.744140625","10004.744140625","10004.744140625"
"26820","11305.9130859375","11305.9130859375","11305.9130859375"
"26840","10179.7958984375","10179.7958984375","10179.7958984375"
"26860","7404.5107421875","7404.5107421875","7404.5107421875"
"26880","8466.923828125","8466.923828125","8466.923828125"
"26900","10525.2490234375","10525.2490234375","10525.2490234375"
"26920","6709.96630859375","6709.96630859375","6709.96630859375"
"26940","8748.36328125","8748.36328125","8748.36328125"
"26960","10795.7392578125","10795.7392578125","10795.7392578125"
"26980","9074.05078125","9074.05078125","9074.05078125"
"27000","8623.966796875","8623.966796875","8623.966796875"
"27020","7481.06884765625","7481.06884765625","7481.06884765625"
"27040","7034.45263671875","7034.45263671875","7034.45263671875"
"27060","8695.603515625","8695.603515625","8695.603515625"
"27080","9407.2294921875","9407.2294921875","9407.2294921875"
"27100","8207.2783203125","8207.2783203125","8207.2783203125"
"27120","6492.7314453125","6492.7314453125","6492.7314453125"
"27140","8072.69677734375","8072.69677734375","8072.69677734375"
"27160","10154.6982421875","10154.6982421875","10154.6982421875"
"27180","9612.994140625","9612.994140625","9612.994140625"
"27200","6559.47998046875","6559.47998046875","6559.47998046875"
"27220","8457.5","8457.5","8457.5"
"27240","9900.8984375","9900.8984375","9900.8984375"
"27260","9222.53125","9222.53125","9222.53125"
"27280","10661.1103515625","10661.1103515625","10661.1103515625"
"27300","10111.4130859375","10111.4130859375","10111.4130859375"
"27320","7178.09130859375","7178.09130859375","7178.09130859375"
"27340","6969.28564453125","6969.28564453125","6969.28564453125"
"27360","7929.42138671875","7929.42138671875","7929.42138671875"
"27380","8094.48876953125","8094.48876953125","8094.48876953125"
"27400","7356.8701171875","7356.8701171875","7356.8701171875"
"27420","9901.2958984375","9901.2958984375","9901.2958984375"
"27440","6134.01708984375","6134.01708984375","6134.01708984375"
"27460","8064.2353515625","8064.2353515625","8064.2353515625"
"27480","7281.20556640625","7281.20556640625","7281.20556640625"
"27500","8788.830078125","8788.830078125","8788.830078125"
"27520","10897.0087890625","10897.0087890625","10897.0087890625"
"27540","10097.62890625","10097.62890625","10097.62890625"
"27560","9234.0966796875","9234.0966796875","9234.0966796875"
"27580","12121.40234375","12121.40234375","12121.40234375"
"27600","9792.5869140625","9792.5869140625","9792.5869140625"
"27620","7356.76513671875","7356.76513671875","7356.76513671875"
"27640","7876.27294921875","7876.27294921875","7876.27294921875"
"27660","9169.919921875","9169.919921875","9169.919921875"
"27680","5930.86181640625","5930.86181640625","5930.86181640625"
"27700","6891.39111328125","6891.39111328125","6891.39111328125"
"27720","10445.3466796875","10445.3466796875","10445.3466796875"
"27740","7118.0693359375","7118.0693359375","7118.0693359375"
"27760","7586.3505859375","7586.3505859375","7586.3505859375"
"27780","10118.9306640625","10118.9306640625","10118.9306640625"
"27800","11633.275390625","11633.275390625","11633.275390625"
"27820","9176.5888671875","9176.5888671875","9176.5888671875"
"27840","11068.5732421875","11068.5732421875","11068.5732421875"
"27860","7612.90966796875","7612.90966796875","7612.90966796875"
"27880","7230.060546875","7230.060546875","7230.060546875"
"27900","10269.6484375","10269.6484375","10269.6484375"
"27920","8994.0400390625","8994.0400390625","8994.0400390625"
"27940","10680.203125","10680.203125","10680.203125"
"27960","7292.29052734375","7292.29052734375","7292.29052734375"
"27980","7505.24072265625","7505.24072265625","7505.24072265625"
"28000","8793.919921875","8793.919921875","8793.919921875"
"28020","9173.580078125","9173.580078125","9173.580078125"
"28040","7186.447265625","7186.447265625","7186.447265625"
"28060","8096.0673828125","8096.0673828125","8096.0673828125"
"28080","9103.796875","9103.796875","9103.796875"
"28100","7935.72705078125","7935.72705078125","7935.72705078125"
"28120","9910.5458984375","9910.5458984375","9910.5458984375"
"28140","8301.0615234375","8301.0615234375","8301.0615234375"
"28160","6959.14697265625","6959.14697265625","6959.14697265625"
"28180","7726.29052734375","7726.29052734375","7726.29052734375"
"28200","11983.2080078125","11983.2080078125","11983.2080078125"
"28220","9393.50390625","9393.50390625","9393.50390625"
"28240","8838.931640625","8838.931640625","8838.931640625"
"28260","13543.94140625","13543.94140625","13543.94140625"
"28280","8884.263671875","8884.263671875","8884.263671875"
"28300","8814.517578125","8814.517578125","8814.517578125"
"28320","8388.466796875","8388.466796875","8388.466796875"
"28340","7137.44287109375","7137.44287109375","7137.44287109375"
"28360","6607.97119140625","6607.97119140625","6607.97119140625"
"28380","7982.466796875","7982.466796875","7982.466796875"
"28400","8262.9296875","8262.9296875","8262.9296875"
"28420","8836.75390625","8836.75390625","8836.75390625"
"28440","8714.7060546875","8714.7060546875","8714.7060546875"
"28460","7713.69287109375","7713.69287109375","7713.69287109375"
"28480","6922.0615234375","6922.0615234375","6922.0615234375"
"28500","10357.09375","10357.09375","10357.09375"
"28520","9976.1123046875","9976.1123046875","9976.1123046875"
"28540","11255.6494140625","11255.6494140625","11255.6494140625"
"28560","8496.462890625","8496.462890625","8496.462890625"
"28580","7717.39892578125","7717.39892578125","7717.39892578125"
"28600","7150.841796875","7150.841796875","7150.841796875"
"28620","8547.38671875","8547.38671875","8547.38671875"
"28640","8136.30712890625","8136.30712890625","8136.30712890625"
"28660","8801.1435546875","8801.1435546875","8801.1435546875"
"28680","8567.783203125","8567.783203125","8567.783203125"
"28700","8142.0068359375","8142.0068359375","8142.0068359375"
"28720","7835.48681640625","7835.48681640625","7835.48681640625"
"28740","7673.46337890625","7673.46337890625","7673.46337890625"
"28760","7080.8740234375","7080.8740234375","7080.8740234375"
"28780","7814.72509765625","7814.72509765625","7814.72509765625"
"28800","5896.6865234375","5896.6865234375","5896.6865234375"
"28820","8642.56640625","8642.56640625","8642.56640625"
"28840","6430.5439453125","6430.5439453125","6430.5439453125"
"28860","9854.5537109375","9854.5537109375","9854.5537109375"
"28880","8230.705078125","8230.705078125","8230.705078125"
"28900","8349.4384765625","8349.4384765625","8349.4384765625"
"28920","6918.42626953125","6918.42626953125","6918.42626953125"
"28940","9094.2685546875","9094.2685546875","9094.2685546875"
"28960","8030.37109375","8030.37109375","8030.37109375"
"28980","7154.869140625","7154.869140625","7154.869140625"
"29000","11122.310546875","11122.310546875","11122.310546875"
"29020","7262.63720703125","7262.63720703125","7262.63720703125"
"29040","8168.90576171875","8168.90576171875","8168.90576171875"
"29060","7941.86962890625","7941.86962890625","7941.86962890625"
"29080","7392.58935546875","7392.58935546875","7392.58935546875"
"29100","6164.68701171875","6164.68701171875","6164.68701171875"
"29120","8010.02099609375","8010.02099609375","8010.02099609375"
"29140","7299.7548828125","7299.7548828125","7299.7548828125"
"29160","7976.51025390625","7976.51025390625","7976.51025390625"
"29180","6890.66650390625","6890.66650390625","6890.66650390625"
"29200","8390.802734375","8390.802734375","8390.802734375"
"29220","7484.62353515625","7484.62353515625","7484.62353515625"
"29240","8475.6552734375","8475.6552734375","8475.6552734375"
"29260","7018.8681640625","7018.8681640625","7018.8681640625"
"29280","8943.78515625","8943.78515625","8943.78515625"
"29300","7443.7470703125","7443.7470703125","7443.7470703125"
"29320","8647.2646484375","8647.2646484375","8647.2646484375"
"29340","6678.73046875","6678.73046875","6678.73046875"
"29360","7682.45947265625","7682.45947265625","7682.45947265625"
"29380","9176.8662109375","9176.8662109375","9176.8662109375"
"29400","8080.990234375","8080.990234375","8080.990234375"
"29420","9089.3388671875","9089.3388671875","9089.3388671875"
"29440","7961.31201171875","7961.31201171875","7961.31201171875"
"29460","6500.0361328125","6500.0361328125","6500.0361328125"
"29480","8691.3095703125","8691.3095703125","8691.3095703125"
"29500","9891.4267578125","9891.4267578125","9891.4267578125"
"29520","8784.294921875","8784.294921875","8784.294921875"
"29540","6783.607421875","6783.607421875","6783.607421875"
"29560","7161.0087890625","7161.0087890625","7161.0087890625"
"29580","6721.92578125","6721.92578125","6721.92578125"
"29600","9770.9814453125","9770.9814453125","9770.9814453125"
"29620","9722.1787109375","9722.1787109375","9722.1787109375"
"29640","8682.130859375","8682.130859375","8682.130859375"
"29660","9711.369140625","9711.369140625","9711.369140625"
"29680","8875.6025390625","8875.6025390625","8875.6025390625"
"29700","8585.2724609375","8585.2724609375","8585.2724609375"
"29720","8031.59326171875","8031.59326171875","8031.59326171875"
"29740","6851.35205078125","6851.35205078125","6851.35205078125"
"29760","12088.2890625","12088.2890625","12088.2890625"
"29780","9867.365234375","9867.365234375","9867.365234375"
"29800","7409.78369140625","7409.78369140625","7409.78369140625"
"29820","6262.05517578125","6262.05517578125","6262.05517578125"
"29840","7949.76513671875","7949.76513671875","7949.76513671875"
"29860","8825.4150390625","8825.4150390625","8825.4150390625"
"29880","5863.9072265625","5863.9072265625","5863.9072265625"
"29900","10034.1484375","10034.1484375","10034.1484375"
"29920","5930.40283203125","5930.40283203125","5930.40283203125"
"29940","10585.5947265625","10585.5947265625","10585.5947265625"
"29960","10224.9326171875","10224.9326171875","10224.9326171875"
"29980","9677.275390625","9677.275390625","9677.275390625"
"30000","7849.66796875","7849.66796875","7849.66796875"
"30020","8691.38671875","8691.38671875","8691.38671875"
"30040","7940.923828125","7940.923828125","7940.923828125"
"30060","9853.716796875","9853.716796875","9853.716796875"
"30080","7885.63427734375","7885.63427734375","7885.63427734375"
